	C165-O_OH-2013-OC-ST222	C170-S_MI-2016-CS-ST222	C171-O_MI-2010-OC-ST222	C173-S_NY-2009-CS-ST222	C174-O_MD-2009-OC-ST222	C175-S_IN-2009-CS-ST222	C181-S_IL-2006-CS-ST222	C182-S_IL-2006-CS-ST222	C183-S_NY-2009-CS-ST222	C186-S_OH-2009-CS-ST222	C191-S_IL-2011-CS-ST222	C192-S_RI-2012-CS-ST222	C193-S_IL-2012-CS-ST222	C194-S_WI-2012-CS-ST222	C195-S_MI-2016-CS-ST222	C196-S_MI-2016-CS-ST222	C197-S_CO-2011-CS-ST222	C201-S_PA-2013-CS-ST222	C207-S_WI-2013-CS-ST222	C208-S_MA-2013-CS-ST222	C209-S_MA-2013-CS-ST222	C210-S_IL-2013-CS-ST222	C211-S_IL-2014-CS-ST222	C212-S_IN-2016-CS-ST222	C213-S_PA-2016-CS-ST222	C221-S_CT-2001-CS-ST222	C222-S_OH-2001-CS-ST222	C223-S_VT-2002-CS-ST222	C224-S_OH-2002-CS-ST222	C225-S_IL-2003-CS-ST222	C226-S_IL-2004-CS-ST222	C228-S_PA-1998-CS-ST222	C229-S_OH-2000-CS-ST222	C230-S_MO-2018-CS-ST222	C231-S_IN-2018-CS-ST222	C233-S_OH-2018-CS-ST222	C235-S_RI-2019-CS-ST222	C237-O_NJ-2019-OC-ST222	C238-O_OH-2019-OC-ST222	C240-S_IL-2019-CS-ST222	C242-S_OH-2019-CS-ST222	C290-S_CO-2018-CS-ST222	C291-O_OH-2013-OC-ST222	C292-S_IN-2018-CS-ST222	C293-S_MN-2013-CS-ST222	C294-S_MN-2019-CS-ST222	C295-S_MN-2019-CS-ST222	C296-S_MI-2010-CS-ST222	C297-S_MI-2013-CP-ST222	C298-S_MI-2013-CP-ST222	C299-S_MI-2013-CP-ST222	C300-S_MI-2013-CS-ST222	C301-S_MI-2013-CS-ST222	C302-S_MI-2013-CS-ST222	C303-S_MI-2013-CS-ST222	C304-S_MI-2014-CS-ST222	C305-S_MI-2015-CS-ST222	C306-S_MI-2015-CS-ST222	C307-S_MI-2016-CS-ST222	C308-S_MI-2016-CS-ST222	C309-S_MI-2016-CS-ST222	C310-S_MI-2017-CS-ST222	C311-S_MI-2018-CS-ST222	C312-S_MI-2018-CS-ST222	C313-S_MI-2018-CS-ST222	C314-S_MI-2018-CS-ST222	C315-S_MI-2018-CS-ST222	C316-S_MI-2019-CS-ST222	C317-S_MI-2019-CS-ST222	C318-S_MI-2019-CS-ST222	C319-S_MI-2019-CS-ST222	C320-S_MI-2019-CS-ST222	C321-S_MI-2020-CS-ST222	C322-S_CO-2011-CS-ST222	C323-S_CO-2017-CS-ST222	C324-S_CO-2018-CS-ST222	C325-S_NY-2016-CS-ST222	C326-S_NY-2016-CS-ST222	C327-S_NY-2016-CS-ST222	C328-S_NY-2017-CS-ST222	C329-S_NY-2017-CS-ST222	C330-S_NY-2017-CS-ST222	C331-S_NY-2017-CS-ST222	C332-S_NY-2017-CS-ST222	C333-S_NY-2017-CS-ST222	C334-S_NY-2017-CS-ST222	C335-S_NY-2017-CS-ST222	C336-S_NY-2017-CS-ST222	C337-S_NY-2017-CS-ST222	C338-S_NY-2016-CS-ST222	C339-S_NY-2018-CS-ST222	C340-S_NY-2017-CS-ST222	C341-S_NY-2015-CS-ST222	C342-S_NY-2015-CS-ST222	C343-S_NY-2012-CS-ST222	C344-S_NY-2016-CS-ST222	C345-S_MN-2018-CS-ST222	E155-O_OH-2013-OE-ST222	E156-O_OH-2013-OE-ST222	E157-O_OH-2013-OE-ST222	E159-O_OH-2013-OE-ST222	E160-O_OH-2013-OE-ST222	E161-O_MI-2010-OE-ST222	E162-O_MI-2010-OE-ST222	E163-O_MI-2010-OE-ST222	E164-O_MI-2010-OE-ST222	E165-O_VT-2002-OE-ST222	E166-O_VT-2002-OE-ST222	E167-O_MD-2009-OE-ST222	E168-O_MD-2009-OE-ST222	E169-O_MD-2009-OE-ST222	E170-O_MD-2009-OE-ST222	E171-O_MD-2009-OE-ST222	E172-O_PA-2009-OE-ST222	E174-O_OH-2013-OE-ST222	U1-U_MA-UNK-UNK-STUNK	U4-U_MA-UNK-UNK-STUNK	U5-U_MA-UNK-UNK-STUNK	U6-U_MA-UNK-UNK-STUNK	U9-U_MI-2016-UNK-ST222
E164-O_MI-2010-OE-ST222	99.9105	99.9926	99.9942	99.9431	99.9693	99.9006	99.9165	99.8822	99.9729	99.8957	99.9799	99.9466	99.9461	99.8938	99.93	99.7949	99.9163	99.8947	99.9281	99.9492	99.9176	99.876	99.9838	99.8318	99.8656	99.9113	99.8944	99.9465	99.9945	99.9022	99.9463	99.9437	99.9397	99.9236	99.8928	99.8954	99.9344	99.9748	99.9032	99.8695	99.9126	99.8511	99.9055	99.9179	99.9221	99.9072	99.9026	99.9324	99.9164	99.9152	99.9958	99.9655	99.9586	99.9907	99.9261	99.9534	99.9497	99.9918	99.994	99.9154	99.9395	99.781	99.9066	99.9889	99.8642	99.9835	99.9917	99.9655	99.967	99.8828	99.9886	99.887	99.9186	99.9365	99.924	99.8795	99.8924	99.8964	99.9413	99.8363	99.9887	99.9647	99.9899	99.9631	99.8911	99.8766	99.9445	99.9133	99.9685	99.9906	99.9824	99.9602	99.9439	99.9457	99.8831	99.9204	99.9081	99.9099	99.9093	99.887	99.9103	99.9087	99.9917	99.9909	99.9937	100	99.9452	99.9457	99.9684	99.9698	99.9675	99.9654	99.9673	99.9623	99.9035	99.8289	99.947	99.9185	99.9327	99.871
E165-O_VT-2002-OE-ST222	99.9372	99.9437	99.9462	99.9788	99.9684	99.8628	99.9404	99.8885	99.9295	99.924	99.9804	99.9942	99.9125	99.9345	99.934	99.8017	99.9677	99.9355	99.9015	99.937	99.9664	99.9181	99.9282	99.8614	99.913	99.972	99.9929	99.998	99.9479	99.8415	99.9928	99.9926	99.9195	99.8859	99.8552	99.9329	99.9873	99.933	99.9063	99.8609	99.912	99.8841	99.9327	99.8815	99.8876	99.9399	99.8944	99.9432	99.8657	99.8661	99.9463	99.8912	99.908	99.9412	99.9238	99.9044	99.8989	99.9049	99.9453	99.9595	99.8901	99.8503	99.9174	99.9455	99.9382	99.9056	99.944	99.9763	99.9766	99.9114	99.9432	99.9155	99.9055	99.9895	99.9907	99.9151	99.9675	99.9693	99.9632	99.8645	99.9414	99.9202	99.9475	99.9452	99.9065	99.9208	99.9083	99.972	99.9465	99.9438	99.9384	99.944	99.9944	99.9795	99.9711	99.9684	99.901	99.9378	99.9378	99.9125	99.9378	99.9347	99.9461	99.9457	99.9466	99.9452	100	99.9943	99.9695	99.9657	99.9693	99.968	99.9619	99.9613	99.9265	99.9647	99.9648	99.9913	99.9927	99.9131
E166-O_VT-2002-OE-ST222	99.9374	99.9437	99.9464	99.9797	99.9688	99.8631	99.9402	99.8984	99.9331	99.9225	99.9789	99.9944	99.9117	99.9342	99.9341	99.8038	99.967	99.9345	99.9029	99.9367	99.9662	99.9165	99.9275	99.8603	99.914	99.9693	99.9913	99.9974	99.9484	99.8421	99.9918	99.9953	99.9176	99.8862	99.8543	99.9351	99.9915	99.9311	99.9054	99.8607	99.9108	99.8875	99.935	99.8816	99.8885	99.9415	99.8943	99.9433	99.8671	99.8645	99.9459	99.8908	99.9085	99.9405	99.9214	99.9046	99.8989	99.9049	99.9444	99.9602	99.8909	99.8499	99.9183	99.9451	99.9359	99.9088	99.9459	99.9779	99.976	99.9151	99.9434	99.9168	99.9047	99.9883	99.99	99.9126	99.9675	99.966	99.963	99.866	99.9437	99.92	99.9466	99.9488	99.9101	99.8941	99.9067	99.974	99.9453	99.9426	99.9359	99.9443	99.9931	99.9799	99.9709	99.9696	99.9004	99.9387	99.9339	99.9112	99.9383	99.9376	99.9462	99.9464	99.9452	99.9457	99.9943	100	99.9651	99.9665	99.9661	99.9653	99.9613	99.9632	99.9276	99.9627	99.986	99.9903	99.9926	99.9353
E167-O_MD-2009-OE-ST222	99.9896	99.972	99.9677	99.957	99.9957	99.9173	99.9866	99.9749	99.9541	99.9517	99.9822	99.9684	99.9673	99.968	99.9647	99.7883	99.9657	99.968	99.956	99.9432	99.9645	99.9474	99.9894	99.9408	99.8984	99.9673	99.964	99.969	99.9682	99.9927	99.9681	99.971	99.967	99.9181	99.9164	99.9636	99.9858	99.9619	99.9846	99.8963	99.9567	99.9414	99.9867	99.9372	99.917	99.9223	99.965	99.9602	99.937	99.9399	99.9692	99.9655	99.9319	99.9666	99.9267	99.958	99.9764	99.9628	99.9716	99.9669	99.9935	99.8365	99.9226	99.9677	99.9205	99.9826	99.9663	99.9664	99.9689	99.9648	99.9924	99.9702	99.964	99.9876	99.9683	99.9731	99.9922	99.9886	99.9943	99.9308	99.9669	99.9935	99.9954	99.9724	99.9268	99.9913	99.9891	99.9726	99.9687	99.9696	99.9683	99.9671	99.9721	99.9559	99.9873	99.995	99.9504	99.9898	99.9899	99.9893	99.9905	99.9899	99.969	99.9712	99.9707	99.9684	99.9695	99.9651	100	99.996	99.9979	99.9914	99.9923	99.9926	99.9879	99.9884	99.9606	99.9629	99.966	99.9199
E168-O_MD-2009-OE-ST222	99.9903	99.9691	99.9966	99.9569	99.9972	99.9167	99.9893	99.9799	99.9539	99.952	99.9824	99.9696	99.9684	99.9685	99.9646	99.7892	99.9657	99.9688	99.9604	99.9439	99.9693	99.9474	99.9893	99.9422	99.8988	99.9678	99.9653	99.9699	99.9695	99.994	99.969	99.974	99.97	99.9191	99.9158	99.9658	99.9907	99.9612	99.9876	99.8957	99.9573	99.9435	99.9886	99.9375	99.9163	99.9251	99.9657	99.9609	99.941	99.9409	99.9696	99.9657	99.9371	99.9688	99.9272	99.9586	99.9766	99.9632	99.9725	99.9937	99.9953	99.837	99.9227	99.9683	99.9225	99.9855	99.9659	99.9653	99.9694	99.9658	99.9934	99.9707	99.9648	99.9882	99.9714	99.9794	99.9909	99.9924	99.9944	99.9324	99.9693	99.9944	99.9961	99.9716	99.9286	99.9919	99.9887	99.9728	99.969	99.9702	99.9687	99.9701	99.9727	99.9572	99.9884	99.9962	99.951	99.9908	99.991	99.9902	99.9904	99.9897	99.9685	99.972	99.9718	99.9698	99.9657	99.9665	99.996	100	99.996	99.9949	99.9938	99.9916	99.9871	99.9892	99.9606	99.9877	99.9916	99.9207
E169-O_MD-2009-OE-ST222	99.9892	99.9716	99.9667	99.9557	99.9949	99.9159	99.9882	99.9771	99.9532	99.9512	99.9819	99.968	99.9665	99.9697	99.9644	99.7879	99.9646	99.9681	99.9556	99.9431	99.9646	99.9465	99.9881	99.941	99.9001	99.9671	99.9643	99.9689	99.968	99.9945	99.9669	99.972	99.9683	99.9182	99.9151	99.9685	99.9853	99.9606	99.9858	99.8971	99.9566	99.9427	99.9876	99.9373	99.9161	99.9242	99.9673	99.9594	99.9381	99.9398	99.969	99.9643	99.9322	99.9667	99.9264	99.9574	99.976	99.9625	99.9701	99.966	99.9947	99.8362	99.924	99.9678	99.9215	99.9811	99.9675	99.9654	99.9691	99.962	99.9908	99.9706	99.964	99.987	99.9676	99.9727	99.992	99.9884	99.9938	99.9349	99.9679	99.9927	99.9979	99.9713	99.9276	99.9915	99.9879	99.9687	99.9679	99.9684	99.9697	99.969	99.9722	99.9558	99.987	99.9944	99.9501	99.9892	99.9884	99.9887	99.9895	99.9868	99.9679	99.9702	99.9706	99.9675	99.9693	99.9661	99.9979	99.996	100	99.9948	99.9925	99.9913	99.9877	99.9871	99.9655	99.9634	99.9653	99.9201
E170-O_MD-2009-OE-ST222	99.9893	99.9677	99.9929	99.9564	99.9944	99.9168	99.9843	99.9744	99.9531	99.948	99.9781	99.9675	99.9639	99.9666	99.9632	99.7889	99.961	99.966	99.9556	99.9419	99.9673	99.9445	99.9879	99.9401	99.8993	99.9632	99.9612	99.9666	99.9667	99.9921	99.9655	99.9715	99.9643	99.9175	99.9149	99.9683	99.9903	99.9561	99.985	99.8927	99.9529	99.9395	99.9878	99.9375	99.9175	99.9224	99.9657	99.9576	99.9416	99.9391	99.967	99.9633	99.9319	99.966	99.9222	99.982	99.9758	99.9601	99.9688	99.9657	99.9941	99.8342	99.9235	99.9656	99.921	99.9856	99.9668	99.9656	99.9668	99.9613	99.9891	99.9694	99.9621	99.987	99.966	99.9768	99.9882	99.9878	99.992	99.9338	99.966	99.9915	99.9972	99.9709	99.9272	99.9889	99.9855	99.9681	99.9663	99.9672	99.9681	99.9657	99.969	99.9533	99.9861	99.9923	99.9503	99.9879	99.9843	99.9878	99.9892	99.9885	99.9943	99.9703	99.9686	99.9654	99.968	99.9653	99.9914	99.9949	99.9948	100	99.991	99.9936	99.9873	99.9871	99.9583	99.9859	99.9906	99.9194
E171-O_MD-2009-OE-ST222	99.9891	99.9657	99.9683	99.957	99.9967	99.9172	99.983	99.9658	99.9511	99.9512	99.9824	99.9676	99.9658	99.9699	99.9641	99.7872	99.9635	99.9668	99.9551	99.943	99.9666	99.9467	99.989	99.9407	99.8981	99.9648	99.9636	99.9684	99.9682	99.9906	99.9657	99.9681	99.965	99.9177	99.916	99.9639	99.9816	99.9594	99.9831	99.8909	99.9543	99.9377	99.983	99.9357	99.9158	99.921	99.9663	99.9571	99.938	99.9399	99.9684	99.9629	99.9348	99.9661	99.926	99.9541	99.9757	99.962	99.9713	99.9655	99.9929	99.8342	99.9237	99.9654	99.9211	99.9795	99.9631	99.9634	99.9684	99.9637	99.988	99.9692	99.962	99.9867	99.9687	99.9741	99.9885	99.9845	99.9931	99.9327	99.9671	99.9907	99.995	99.9712	99.9251	99.9906	99.9889	99.9703	99.9672	99.9669	99.9673	99.966	99.9713	99.9554	99.9876	99.9926	99.9499	99.9876	99.9886	99.9889	99.9896	99.987	99.9665	99.9707	99.9687	99.9673	99.9619	99.9613	99.9923	99.9938	99.9925	99.991	100	99.9941	99.9868	99.99	99.9692	99.9656	99.9667	99.9248
E172-O_PA-2009-OE-ST222	99.9896	99.9661	99.9686	99.957	99.995	99.9168	99.98	99.9388	99.9522	99.9487	99.9785	99.9671	99.964	99.9689	99.9627	99.786	99.9616	99.9657	99.9588	99.9419	99.9635	99.9439	99.9878	99.9401	99.8963	99.9626	99.9616	99.967	99.9662	99.9904	99.9624	99.9688	99.9637	99.9147	99.9133	99.9658	99.9873	99.9571	99.981	99.8938	99.9544	99.9338	99.9848	99.9361	99.9169	99.9197	99.9665	99.9548	99.9357	99.9364	99.9657	99.9598	99.9315	99.9628	99.9249	99.9794	99.9746	99.9604	99.9676	99.9906	99.9903	99.8323	99.922	99.9626	99.9178	99.9823	99.9622	99.9626	99.9657	99.9627	99.9886	99.9675	99.9608	99.9853	99.9659	99.9742	99.9869	99.9878	99.9926	99.9307	99.9638	99.9892	99.996	99.9709	99.925	99.9884	99.9856	99.9694	99.965	99.9648	99.9667	99.963	99.9678	99.9527	99.9856	99.9892	99.9489	99.9862	99.9853	99.9864	99.9877	99.9877	99.9935	99.97	99.9667	99.9623	99.9613	99.9632	99.9926	99.9916	99.9913	99.9936	99.9941	100	99.99	99.9894	99.9636	99.9884	99.991	99.9243
E174-O_OH-2013-OE-ST222	99.9936	99.9053	99.9029	99.9184	99.9885	99.9386	99.9481	99.8939	99.9752	99.8734	99.9842	99.9291	99.9489	99.9891	99.9089	99.7904	99.9321	99.9855	99.8935	99.946	99.9304	99.9103	99.9926	99.8988	99.8182	99.9221	99.8531	99.93	99.9068	99.8837	99.9288	99.9326	99.847	99.9361	99.9359	99.9847	99.9236	99.9796	99.9035	99.8915	99.9316	99.9531	99.9929	99.9412	99.9366	99.844	99.9353	99.96	99.9617	99.9604	99.9046	99.9011	99.8667	99.9056	99.9402	99.9589	99.97	99.9031	99.9043	99.8943	99.9776	99.7993	99.9321	99.9748	99.8891	99.9034	99.9016	99.9691	99.9695	99.974	99.9087	99.9771	99.9204	99.9308	99.8475	99.9522	99.8297	99.9317	99.8812	99.8626	99.9735	99.9843	99.989	99.883	99.9082	99.8995	99.883	99.92	99.8768	99.902	99.9703	99.8794	99.9311	99.9166	99.9082	99.9376	99.9334	99.9964	99.997	99.9968	99.9962	99.9968	99.9039	99.9024	99.9056	99.9035	99.9265	99.9276	99.9879	99.9871	99.9877	99.9873	99.9868	99.99	100	99.946	99.9296	99.8242	99.9164	99.8891
U1-U_MA-UNK-UNK-STUNK	99.9454	99.8335	99.8547	99.9019	99.9889	99.8528	99.8836	99.876	99.9172	99.8039	99.9767	99.9581	99.8839	99.9036	99.8305	99.7821	99.9649	99.9031	99.8132	99.8928	99.9589	99.9467	99.9285	99.83	99.8096	99.9649	99.885	99.9661	99.8395	99.8688	99.9655	99.961	99.8176	99.8572	99.7852	99.9048	99.9742	99.914	99.8392	99.8003	99.8886	99.8628	99.9444	99.8097	99.851	99.8362	99.7892	99.9666	99.7968	99.794	99.8232	99.8001	99.797	99.8279	99.9216	99.8955	99.8914	99.792	99.8318	99.8613	99.9086	99.7893	99.8647	99.9086	99.8798	99.7563	99.7591	99.9481	99.9523	99.9084	99.8445	99.8864	99.8731	99.9644	99.8649	99.8955	99.8186	99.978	99.877	99.8256	99.911	99.9358	99.9341	99.8155	99.8284	99.8704	99.8249	99.93	99.743	99.8295	99.9132	99.8131	99.9622	99.901	99.9005	99.9935	99.7737	99.9471	99.9476	99.9465	99.9467	99.9474	99.8537	99.8311	99.8313	99.8289	99.9647	99.9627	99.9884	99.9892	99.9871	99.9871	99.99	99.9894	99.946	100	99.9531	99.8612	99.9658	99.8132
U4-U_MA-UNK-UNK-STUNK	99.9063	99.9172	99.9431	99.9539	99.9676	99.89	99.9397	99.9055	99.9174	99.8847	99.9686	99.9914	99.9115	99.9111	99.9276	99.7798	99.9893	99.934	99.9014	99.9289	99.99	99.9136	99.9034	99.8892	99.8738	99.9841	99.996	99.9694	99.9459	99.8639	99.989	99.9689	99.916	99.8609	99.8588	99.9316	99.9835	99.9372	99.9041	99.8574	99.9368	99.8784	99.9262	99.8572	99.8851	99.9205	99.9185	99.9646	99.8505	99.8505	99.945	99.8871	99.8821	99.9211	99.9486	99.9001	99.9011	99.9011	99.9197	99.9551	99.8865	99.8217	99.9041	99.9422	99.9372	99.9011	99.9398	99.9725	99.9538	99.912	99.9243	99.8897	99.9069	99.9656	99.935	99.9167	99.9334	99.9355	99.9843	99.8654	99.9159	99.9398	99.9464	99.9206	99.8795	99.8941	99.9314	99.97	99.9422	99.9146	99.9324	99.9188	99.9673	99.9789	99.9346	99.9638	99.8928	99.9058	99.9063	99.9093	99.9064	99.9047	99.9449	99.9187	99.9217	99.947	99.9648	99.986	99.9606	99.9606	99.9655	99.9583	99.9692	99.9636	99.9296	99.9531	100	99.9539	99.9634	99.9134
U5-U_MA-UNK-UNK-STUNK	99.8312	99.9208	99.9205	99.943	99.9647	99.8563	99.89	99.8344	99.9247	99.8828	99.9765	99.9794	99.8896	99.826	99.8938	99.7971	99.9614	99.8231	99.8909	99.9283	99.9559	99.918	99.9268	99.793	99.8733	99.967	99.9518	99.993	99.9211	99.8387	99.9873	99.9806	99.8949	99.8829	99.7845	99.832	99.9735	99.922	99.8694	99.8035	99.8699	99.8263	99.8285	99.8129	99.8807	99.899	99.778	99.9386	99.7975	99.7972	99.9204	99.8421	99.8864	99.9161	99.9199	99.8933	99.8878	99.8899	99.92	99.9268	99.8823	99.7788	99.86	99.9393	99.8824	99.7923	99.8499	99.9724	99.9713	99.7977	99.9102	99.8011	99.8994	99.9855	99.9546	99.8531	99.9032	99.9471	99.9616	99.8118	99.9383	99.9131	99.9382	99.948	99.8205	99.8397	99.9115	99.9202	99.8825	99.9179	99.9307	99.945	99.981	99.9435	99.8504	99.9648	99.7847	99.8328	99.8336	99.8075	99.833	99.8303	99.9191	99.9205	99.9214	99.9185	99.9913	99.9903	99.9629	99.9877	99.9634	99.9859	99.9656	99.9884	99.8242	99.8612	99.9539	100	99.9847	99.8006
U6-U_MA-UNK-UNK-STUNK	99.923	99.9318	99.9329	99.9783	99.9663	99.8487	99.9051	99.8758	99.9264	99.9149	99.9767	99.9911	99.8853	99.921	99.9209	99.796	99.9644	99.9197	99.8604	99.9239	99.9633	99.9098	99.8849	99.8473	99.9034	99.9567	99.9894	99.9941	99.9355	99.8132	99.9921	99.992	99.9192	99.8761	99.8422	99.9211	99.9835	99.8991	99.8945	99.8349	99.8844	99.8723	99.9202	99.8659	99.8733	99.9309	99.8804	99.9336	99.8537	99.8536	99.9315	99.8787	99.8988	99.9283	99.9234	99.8909	99.8869	99.8917	99.9325	99.96	99.8769	99.8131	99.9101	99.9325	99.9302	99.8954	99.9298	99.9673	99.9665	99.8995	99.9209	99.9017	99.8942	99.9872	99.9789	99.9043	99.9677	99.952	99.9599	99.8538	99.9298	99.9087	99.9332	99.9336	99.8939	99.9059	99.8683	99.9682	99.929	99.9115	99.9255	99.9315	99.9899	99.9788	99.9576	99.9673	99.8823	99.9232	99.924	99.8987	99.9236	99.9216	99.9319	99.9326	99.9306	99.9327	99.9927	99.9926	99.966	99.9916	99.9653	99.9906	99.9667	99.991	99.9164	99.9658	99.9634	99.9847	100	99.9051
U9-U_MI-2016-UNK-ST222	99.8713	99.8474	99.8688	99.8473	99.9249	99.855	99.8651	99.8074	99.9115	99.8558	99.9301	99.9386	99.8893	99.8563	99.828	99.8325	99.9149	99.8805	99.8389	99.8775	99.9125	99.9658	99.8972	99.8204	99.8909	99.8463	99.862	99.9155	99.8838	99.7208	99.9382	99.9146	99.7744	99.8554	99.8696	99.8739	99.9246	99.894	99.8356	99.8316	99.8462	99.8523	99.886	99.8403	99.8784	99.9155	99.8356	99.8892	99.8357	99.836	99.8627	99.8181	99.8139	99.8422	99.9695	99.8567	99.8519	99.8064	99.838	99.863	99.8403	99.852	99.882	99.927	99.9427	99.8392	99.8088	99.922	99.8993	99.801	99.8669	99.8069	99.846	99.9075	99.8232	99.8552	99.797	99.9054	99.8633	99.7498	99.9036	99.9014	99.9283	99.8683	99.8771	99.8184	99.8504	99.8952	99.8759	99.8457	99.9201	99.8617	99.9184	99.8739	99.8354	99.9164	99.8105	99.8703	99.871	99.8711	99.8692	99.87	99.8702	99.8486	99.8471	99.871	99.9131	99.9353	99.9199	99.9207	99.9201	99.9194	99.9248	99.9243	99.8891	99.8132	99.9134	99.8006	99.9051	100
